56;91;81;42
63;92;53;12
11;29;94;29
14;44;91;82
68;98;44;14
13;22;84;68
55;33;55;33
78;65;25;31
94;77;51;99
17;25;17;25
51;45;31;20
57;57;56;34
50;18;84;61
71;25;71;25
48;29;69;84
91;56;44;63
69;63;69;63
74;10;45;36
31;19;90;73
86;92;90;22
73;95;91;25
46;23;46;23
11;22;93;82
45;49;31;27
80;38;44;70
39;38;95;96
99;66;32;72
51;23;53;97
98;63;31;32
18;26;36;28
46;70;38;14
44;60;31;46
17;13;17;13
44;90;30;67
83;83;83;83
26;17;22;26
22;12;42;27
38;38;31;61
91;92;17;70
27;56;28;28
95;68;93;88
46;54;86;93
48;14;75;24
39;77;39;77
68;68;14;78
87;63;98;96
52;52;52;52
43;48;39;32
83;45;68;36
87;41;56;94
66;88;48;14
37;64;25;58
82;56;89;33
52;98;33;97
99;60;17;85
32;10;78;35
14;27;14;27
11;57;11;92
79;33;80;126
37;56;44;88
88;18;58;47
15;80;62;82
36;85;90;41
74;52;71;29
95;97;40;18
76;80;48;76
76;66;89;35
47;59;66;48
30;94;29;65
93;43;74;61
24;52;24;52
50;70;50;70
35;41;86;87
70;95;64;51
31;31;31;31
11;77;74;54
43;15;87;115
92;51;47;31
70;19;96;45
88;18;42;15
90;90;90;90
92;36;92;36
23;12;95;86
30;54;53;76
43;78;43;78
16;89;87;59
92;45;69;61
64;81;96;79
41;58;21;27
67;23;19;76
44;65;65;47
50;45;55;60
19;73;43;77
43;43;11;14
57;39;65;36
46;25;28;42
79;21;17;93
44;44;44;44
36;15;11;12
25;23;16;81
80;17;71;13
20;14;20;14
30;37;58;30
62;35;15;83
21;56;66;31
51;37;63;68
33;18;46;61
14;16;14;16
80;21;82;41
81;72;81;72
89;18;33;104
33;50;85;90
98;46;51;60
21;90;49;17
81;81;81;81
10;74;35;93
64;64;64;64
85;62;95;88
64;23;70;13
69;31;60;98
17;73;15;93
19;52;66;22
25;97;77;52
55;88;96;65
38;53;29;46
17;38;77;83
52;74;10;15
69;96;69;96
83;39;83;39
67;46;27;62
80;35;95;60
63;54;68;45
82;81;82;81
50;96;71;66
69;29;10;59
43;70;89;40
71;21;25;95
27;79;50;36
38;26;33;46
67;22;12;33
93;93;93;93
61;35;46;66
93;64;38;55
68;60;87;31
71;56;45;45
53;95;63;33
74;74;74;74
96;60;31;76
92;42;84;90
73;88;78;57
17;35;80;45
24;39;25;64
40;40;40;40
34;99;63;35
18;38;20;33
38;72;55;17
66;66;66;66
30;80;30;80
66;45;66;11
54;74;54;74
74;34;53;65
78;24;57;49
52;84;18;49
64;57;21;31
78;83;29;35
72;19;91;144
27;81;13;90
74;51;17;50
40;80;24;63
37;67;90;92
72;42;53;66
39;86;39;86
14;65;76;56
13;14;18;80
70;50;70;50
98;69;66;53
14;28;99;16
84;37;47;95
50;21;31;44
75;14;67;38
32;59;20;27
32;72;12;59
86;50;86;50
85;66;69;19
75;66;23;90
10;28;36;74
94;11;37;120
62;62;62;62
22;35;87;74
82;35;80;42
57;89;57;89
65;45;29;92
37;28;37;28
79;40;22;37
77;84;17;95
50;79;25;82
75;47;94;84
59;54;47;70
19;88;89;20
77;97;69;94
52;22;53;83
34;37;62;62
86;30;47;50
66;51;52;95
35;92;52;79
88;94;98;84
52;19;30;54
62;94;18;72
31;91;84;17
89;51;48;40
73;50;73;50
59;70;73;49
40;39;77;78
51;51;51;51
72;43;80;98
44;17;45;18
47;55;67;41
98;45;80;51
92;30;68;48
91;23;82;96
89;58;96;25
92;73;75;27
52;35;64;92
84;71;46;59
40;29;51;12
51;74;42;41
31;35;48;24
89;59;51;60
34;70;62;82
66;66;76;61
29;76;13;83
70;16;93;92
28;41;43;86
26;86;49;35
35;29;86;47
70;66;69;16
85;98;80;67
54;32;65;61
83;65;59;77
93;37;76;45
79;26;50;64
99;90;65;95
14;46;87;35
29;60;84;75
94;31;88;151
69;70;65;34
43;90;33;36
68;57;25;36
64;67;69;68
46;78;34;77
43;52;10;52
57;38;21;51
39;34;40;10
24;22;60;48
71;44;82;64
36;61;29;47
91;46;88;40
90;89;81;50
40;46;74;24
39;36;69;18
33;27;85;91
98;69;46;23
96;19;74;74
93;46;99;48
34;41;20;18
35;69;68;82
10;92;20;69
73;60;96;19
31;53;68;91
31;71;10;27
92;36;30;49
92;16;76;47
39;10;63;23
13;98;15;30
42;50;90;86
80;72;28;75
50;94;50;94
74;72;70;25
67;83;59;22
31;90;55;43
32;66;79;95
52;45;44;12
30;87;11;23
69;59;68;16
41;38;89;69
62;62;62;62
85;45;85;45
96;89;55;49
38;38;67;52
79;82;45;79
71;32;48;58
94;77;19;40
61;67;81;86
13;11;65;23
79;14;28;52
13;70;47;38
77;56;98;98
37;46;37;46
25;54;25;54
70;56;81;68
77;26;31;43
67;13;95;12
54;54;54;54
41;41;41;41
17;17;17;17
99;88;74;49
56;88;79;47
61;34;64;24
63;83;34;50
88;98;71;35
50;51;50;51
12;96;24;26
78;39;55;27
46;61;79;45
80;15;69;53
51;50;78;36
10;27;48;51
37;97;37;97
64;19;48;93
33;37;16;11
68;68;68;68
96;13;96;88
62;28;87;87
61;91;14;44
82;39;82;39
70;67;39;45
76;91;76;91
81;92;79;34
81;50;49;45
45;32;60;55
42;33;71;47
13;47;95;65
39;73;61;58
95;86;95;86
68;21;79;56
58;84;46;85
48;16;83;87
90;72;39;56
44;96;24;78
17;88;90;97
93;36;73;53
31;53;25;63
29;10;20;39
32;89;74;61
55;22;49;89
72;97;11;98
70;94;49;59
22;42;40;98
47;57;75;69
43;86;25;70
27;24;38;49
86;86;86;86
87;87;87;87
35;61;60;34
89;59;75;105
98;47;79;20
85;81;41;72
55;65;10;80
36;58;53;81
96;40;88;53
82;36;90;76
68;48;51;38
43;17;73;62
52;20;54;39
69;61;79;41
45;45;45;45
68;59;36;67
59;90;65;35
17;23;71;98
28;84;91;51
86;86;58;82
59;17;59;17
62;54;16;24
84;81;16;21
62;55;28;49
55;89;81;82
57;24;52;47
83;83;83;83
13;41;57;30
62;17;57;86
47;78;79;70
40;67;19;28
42;75;76;68
48;12;68;85
84;37;32;92
97;21;97;21
94;17;94;17
78;45;82;11
24;90;34;55
37;64;88;73
60;48;72;55
92;92;92;92
43;70;97;28
10;80;69;66
88;88;88;88
93;12;76;14
66;18;34;32
99;69;49;26
32;57;90;87
53;92;16;66
57;95;32;94
40;81;84;38
17;79;82;52
34;46;75;77
41;40;52;75
55;39;79;33
11;96;20;28
71;86;40;25
27;84;21;29
53;74;48;38
17;27;38;76
26;52;56;48
11;12;60;65
21;69;64;59
47;16;39;68
33;92;33;92
80;91;50;93
84;67;44;73
29;40;91;80
25;34;55;33
83;20;88;51
10;87;70;13
97;28;63;45
20;61;67;26
54;35;91;84
16;24;34;60
30;30;30;30
70;13;98;10
96;96;40;75
10;76;56;54
21;21;21;21
58;29;13;83
86;62;20;56
33;27;42;25
43;43;43;43
58;94;25;16
39;67;79;62
65;26;89;13
51;99;25;23
43;85;83;99
82;44;40;65
99;99;23;95
63;13;96;25
28;83;58;3
16;38;38;55
16;47;53;63
72;20;25;62
95;37;24;71
93;44;93;44
48;13;99;66
60;37;31;89
54;15;85;27
62;56;60;24
52;87;44;41
91;68;87;68
13;44;93;48
13;48;87;12
45;89;36;24
89;51;96;86
19;53;79;48
60;69;68;15
91;49;62;44
19;21;46;28
23;68;57;93
63;61;29;10
49;72;10;36
60;64;55;84
44;80;82;42
95;36;91;80
15;15;15;15
86;88;86;88
43;43;43;43
29;49;36;99
54;66;62;79
43;86;24;64
36;70;48;79
45;94;94;18
64;78;67;84
94;22;48;120
56;10;92;97
21;52;98;69
63;80;32;33
38;11;88;50
14;14;14;14
76;99;77;39
30;48;12;35
77;50;13;81
96;35;32;41
56;43;20;21
37;84;37;84
82;87;78;73
64;64;64;64
78;77;25;47
60;85;68;92
44;44;44;44
65;67;27;60
49;74;69;15
68;68;68;68
68;25;68;25
78;28;72;60
49;39;45;56
87;24;43;79
16;51;66;68
13;17;19;94
99;73;99;73
19;36;57;38
46;95;67;28
19;38;23;31
75;38;33;70
99;49;99;49
70;19;77;89
67;40;71;54
60;66;15;9
21;84;47;22
74;94;87;39
62;62;62;62
66;37;17;36
36;27;77;75
69;57;69;57
19;33;95;10
11;15;87;83
76;31;48;94
19;52;19;33
58;78;57;83
16;72;33;35
40;34;85;36
87;62;25;61
34;99;14;15
83;82;79;37
41;49;80;60
48;27;15;94
64;97;29;51
23;18;66;57
57;22;56;83
78;52;78;25
90;54;59;60
91;53;35;73
70;56;30;28
37;80;63;24
74;25;31;72
29;92;97;36
96;48;89;71
20;47;69;57
69;83;85;44
10;92;38;97
98;88;64;60
75;32;86;60
14;14;14;14
31;66;58;75
89;21;16;24
90;39;87;77
36;64;99;39
17;84;39;22
18;83;18;83
23;85;81;26
43;43;62;62
86;82;49;64
45;45;18;61
45;56;69;58
47;37;46;98
37;12;32;24
15;58;70;14
93;11;78;30
35;44;75;53
51;52;57;45
66;25;55;17
16;97;63;43
84;59;34;81
86;74;14;96
43;78;48;43
12;61;93;66
59;59;59;59
90;13;63;78
96;47;45;94
75;20;93;90
76;48;61;91
88;76;22;32
55;13;97;96
39;72;75;65
83;21;35;47
95;43;98;150
92;68;12;20
46;94;95;37
40;55;40;55
92;50;49;55
12;45;37;26
65;23;23;43
55;78;86;23
86;11;86;36
45;77;47;37
92;80;79;44
53;57;53;57
86;48;86;48
33;81;61;10
25;25;25;25
91;63;22;96
35;97;99;66
84;43;78;77
61;35;38;16
55;25;48;31
55;55;55;55
88;63;63;28
91;81;57;25
68;68;68;68
89;12;84;28
19;76;20;43
76;24;91;70
19;61;54;51
31;80;59;13
79;78;23;35
24;96;79;11
27;33;27;33
21;52;29;57
76;89;86;46
98;86;77;77
19;52;80;38
41;63;85;21
34;34;34;34
78;43;31;46
14;14;14;14
90;91;76;63
38;28;12;13
18;60;89;81
11;11;11;11
41;99;61;29
97;97;97;97
58;51;75;23
88;88;88;88
61;42;86;105
72;72;72;72
22;52;10;86
90;40;56;69
72;88;15;84
67;84;75;30
72;44;30;84
99;23;63;21
68;77;68;77
16;50;89;40
18;40;63;30
73;37;11;30
42;78;29;46
77;31;25;29
76;77;44;92
56;29;37;77
58;58;58;58
41;81;10;38
72;22;43;70
42;96;31;28
85;35;69;57
41;95;70;73
53;99;34;58
30;30;30;30
96;31;87;152
64;44;74;94
59;97;19;48
91;35;87;63
45;20;36;39
72;87;84;46
99;36;11;11
63;47;44;45
97;31;22;59
55;89;85;72
21;55;16;45
85;94;58;84
60;60;60;60
32;96;18;14
53;90;52;33
23;97;76;89
83;12;21;13
53;29;65;29
68;89;60;96
45;45;45;45
59;81;80;49
30;13;83;58
88;28;68;89
74;47;34;74
13;40;88;57
64;40;55;69
29;45;41;72
11;31;71;24
50;46;17;61
50;30;70;40
74;74;74;74
28;93;33;85
89;57;24;18
52;87;96;54
17;17;17;17
67;33;36;70
43;69;25;79
58;58;58;58
17;97;86;89
23;23;23;23
63;33;25;76
34;60;79;54
95;67;45;72
29;42;44;69
94;30;48;38
55;89;29;41
45;34;22;71
43;43;43;43
99;78;22;11
50;62;23;98
61;87;39;34
43;85;87;29
44;40;48;52
70;54;73;21
75;93;11;53
47;17;47;17
93;75;31;84
49;49;49;49
34;66;28;52
68;39;95;89
96;88;12;27
85;44;85;44
35;48;79;24
68;19;64;52
75;65;33;94
18;74;59;72
86;22;57;121
14;73;14;72
19;53;44;91
87;14;54;22
75;53;36;84
65;17;69;73
35;23;24;36
90;31;14;93
15;61;44;90
22;89;12;71
70;15;60;115
69;30;73;78
66;44;39;23
95;39;25;79
65;99;60;27
27;27;27;27
75;14;98;51
30;63;52;17
70;58;36;54
70;32;30;53
83;73;33;76
70;54;42;26
61;84;56;60
90;90;90;90
42;86;17;35
17;73;16;89
91;87;92;56
12;81;31;85
75;30;36;20
85;12;75;81
35;45;40;36
96;65;97;51
53;42;53;42
73;91;10;25
80;23;11;37
21;59;97;43
14;98;34;22
55;57;66;27
46;83;80;37
13;13;13;13
93;11;60;20
85;85;85;85
46;68;63;11
97;23;41;84
26;34;82;76
97;43;74;128
44;66;93;25
12;47;24;25
81;10;81;10
77;29;78;83
19;53;19;53
68;29;83;85
77;69;43;71
80;74;48;55
59;98;25;46
72;53;82;75
77;64;91;10
97;57;49;23
83;64;38;26
52;20;20;27
13;80;33;25
39;39;39;39
46;18;38;66
78;43;71;85
34;34;67;67
70;99;77;95
42;65;53;53
40;59;90;84
84;44;84;72
55;10;94;55
77;48;41;97
56;65;74;23
31;95;20;76
80;64;84;35
29;52;87;17
90;49;95;30
69;15;31;31
93;33;56;75
75;84;77;39
89;34;17;89
90;25;68;73
35;61;34;59
16;69;54;73
25;73;88;92
57;18;19;58
45;75;57;61
65;42;16;63
54;46;58;75
42;99;97;87
15;39;13;54
26;45;25;6
82;15;83;150
60;13;72;10
74;63;90;23
79;24;22;43
32;51;32;51
15;71;13;30
30;26;15;54
48;62;92;65
38;36;97;64
51;48;90;23
11;32;81;54
42;63;42;63
52;67;52;67
57;57;46;45
44;44;44;44
31;24;67;81
66;80;89;69
61;93;61;93
65;30;39;74
38;84;39;93
12;54;31;44
75;47;36;39
25;60;13;20
82;35;14;22
52;39;37;96
95;34;88;47
15;69;66;63
68;34;62;31
34;63;60;49
11;28;11;28
14;57;99;97
25;94;48;86
22;48;92;66
90;46;84;82
58;72;82;24
89;78;87;36
82;32;69;45
58;70;69;57
74;85;76;52
85;70;88;39
89;39;29;76
42;74;84;34
46;16;22;29
90;78;56;91
29;77;80;71
72;96;40;40
28;89;58;57
53;13;93;92
84;86;44;43
67;73;57;54
17;24;96;77
21;58;57;99
46;43;54;48
56;57;64;51
86;85;63;54
43;42;46;47
98;49;86;45
14;93;80;98
93;22;93;22
91;91;91;91
19;19;15;15
10;10;10;10
79;22;60;89
97;57;18;69
63;77;66;86
40;91;51;52
11;46;55;80
89;43;86;37
54;50;79;83
13;40;13;40
93;33;37;53
42;53;29;50
40;18;99;121
43;66;79;89
63;70;81;22
23;97;82;99
45;87;21;48
78;18;11;26
60;60;60;60
45;50;14;69
25;25;24;48
32;51;24;60
45;70;29;72
52;97;61;42
34;65;63;32
48;34;31;95
72;92;23;56
29;73;73;29
36;94;50;75
76;95;73;28
33;33;33;33
91;92;91;92
98;30;29;13
52;56;72;68
78;33;64;109
40;24;87;99
53;61;12;4
89;38;89;38
67;81;81;67
16;74;47;97
29;32;64;16
24;34;48;25
45;74;92;22
47;27;98;94
32;66;44;16
69;22;69;22
65;76;89;30
31;96;96;34
59;81;74;49
92;89;68;46
88;76;53;12
62;88;58;61
72;64;35;22
68;85;72;62
50;31;73;10
50;92;94;48
48;48;48;48
88;33;86;72
43;47;44;35
95;56;61;26
17;27;16;19
67;12;52;107
70;93;20;99
87;40;87;98
44;98;99;64
12;87;47;78
94;40;78;48
89;77;23;25
85;81;29;65
49;37;44;43
64;68;63;82
26;26;26;26
80;64;73;89
71;55;71;55
20;26;71;51
62;78;44;37
75;52;14;45
35;76;95;83
71;35;97;95
30;18;12;52
34;66;89;40
21;33;21;33
40;83;23;72
37;60;38;41
63;29;87;20
84;28;76;74
40;40;40;40
19;63;74;21
71;81;71;81
87;22;35;50
70;80;70;65
15;78;79;99
28;30;47;96
64;92;83;52
74;85;26;93
97;57;15;15
72;93;36;35
96;96;96;96
72;72;72;72
17;27;75;34
95;38;82;14
84;63;77;16
57;73;73;56
35;94;21;40
86;38;86;38
90;21;54;73
79;82;81;65
43;20;31;60
21;38;28;60
66;20;28;95
22;16;45;50
38;51;53;98
73;18;13;64
75;91;18;98
24;72;61;58
29;48;36;72
80;92;59;79
72;72;72;72
92;66;33;59
12;35;63;93
74;11;29;62
50;54;86;78
81;60;81;60
81;59;33;36
38;61;46;79
57;49;84;50
94;84;42;80
79;72;97;99
28;60;61;99
77;85;73;72
52;11;37;11
23;65;50;20
11;69;45;19
16;82;10;86
18;62;34;48
77;99;46;51
24;24;24;24
92;56;41;27
24;32;86;77
58;24;52;30
48;48;48;48
90;77;89;37
23;28;99;46
35;58;31;92
59;50;82;91
61;61;61;61
62;57;25;28
88;88;73;96
25;66;14;42
95;33;49;27
10;93;60;44
54;11;61;38
24;30;38;22
66;13;80;67
46;84;35;65
89;89;89;89
10;10;10;10
69;97;81;56
86;37;44;93
94;38;92;19
55;55;55;55
25;67;94;72
18;60;71;23
88;91;37;98
68;31;33;42
18;50;69;53
65;54;40;18
20;53;84;85
77;77;77;77
36;65;30;88
13;10;93;96
49;70;49;70
96;96;96;96
64;29;62;90
44;16;52;99
65;22;56;26
52;30;80;30
64;60;84;97
92;13;24;79
13;62;22;63
16;12;39;32
96;58;93;94
57;72;33;21
55;27;30;33
14;45;65;38
40;92;72;77
13;10;92;64
49;90;58;40
89;51;89;51
29;80;12;26
85;42;89;14
70;47;11;57
14;86;26;46
57;79;69;47
64;68;89;56
47;56;23;33
60;89;55;99
70;20;88;16
12;89;10;82
29;49;52;99
49;21;44;72
26;52;42;16
24;33;77;13
24;41;27;73
46;91;62;17
75;67;16;85
24;76;24;76
49;55;51;86
28;78;37;96
78;21;97;84
88;32;79;135
58;58;58;92
58;45;57;70
20;18;11;98
69;89;40;26
68;64;65;27
63;70;32;37
75;33;97;65
90;96;58;49
82;30;99;85
70;20;99;35
99;92;63;63
94;93;40;60
88;23;29;92
87;21;46;52
72;40;91;28
48;64;80;70
53;70;96;49
83;70;43;24
97;66;98;129
69;10;17;49
67;67;67;67
44;83;44;83
39;22;70;89
27;27;80;56
26;77;31;89
15;42;36;9
47;56;41;32
79;23;38;33
82;35;60;21
84;96;18;33
52;30;60;86
81;52;67;96
36;74;35;72
82;80;70;76
14;88;57;79
90;27;20;67
19;33;13;27
27;95;54;56
37;56;42;22
18;10;87;56
14;36;42;71
64;73;81;17
10;19;10;19
12;70;18;13
86;36;23;45
58;55;44;38
90;39;64;27
41;39;41;39
54;24;47;93
95;55;33;22
48;92;84;18
78;22;96;47
18;39;52;46
37;37;37;37
21;38;78;99
72;88;30;69
12;32;32;90
56;64;56;64
70;95;94;10
25;71;10;30
28;72;96;94
19;24;84;24
89;92;36;18
86;16;61;24
80;30;28;32
26;44;77;13
10;88;99;21
39;36;37;40
73;73;73;73
78;68;86;96
18;19;86;55
98;53;73;118
74;46;81;46
10;92;17;98
59;79;97;10
20;88;55;17
57;57;14;93
90;12;54;132
86;63;90;55
83;83;83;83
85;61;88;76
38;22;85;63
19;97;65;67
27;41;87;76
98;48;58;108
96;88;52;62
32;93;72;93
96;69;38;44
90;99;90;99
88;97;32;93
83;83;83;83
47;12;11;65
50;70;32;19
25;35;72;74
57;13;53;45
80;57;58;84
99;66;58;41
31;74;89;77
93;67;72;81
17;94;81;72
63;34;58;38
11;57;83;62
89;53;26;42
91;70;91;70
51;45;95;27
54;54;54;54
86;76;85;98
74;17;30;67
74;90;37;42
49;50;40;39
95;12;20;67
27;39;41;66
70;85;39;47
23;68;28;73
76;91;34;33
60;18;63;60
47;47;47;47
83;65;28;63
44;76;64;84
88;60;89;83
81;32;67;39
14;78;87;37
18;76;80;45
70;42;92;28
57;49;65;30
99;37;49;56
99;29;79;16
16;16;16;16
15;77;91;78
28;49;28;49
56;68;70;18
42;66;46;85
76;38;41;85
96;96;96;96
37;28;86;13
80;58;87;86
13;18;99;50
41;58;71;54
59;96;37;75
76;46;15;93
70;31;32;32
48;48;48;48
83;79;59;10
68;38;90;90
40;36;63;89
41;90;20;65
41;41;41;41
81;86;77;72
59;91;32;94
80;46;37;48
50;50;50;50
44;67;43;64
47;71;11;55
40;85;28;85
81;61;27;34
48;13;69;65
94;62;72;85
86;38;53;27
36;36;36;36
88;90;76;21
94;28;52;92
85;39;90;56
40;98;77;77
85;98;25;10
11;42;10;14
90;16;90;16
58;37;57;72
76;20;79;87
57;48;96;51
25;75;45;84
89;74;76;26
61;27;47;61
51;51;51;51
13;50;15;84
75;28;37;40
65;65;65;65
73;73;73;73
84;61;41;80
58;72;28;28
18;64;54;34
75;69;61;19
71;46;46;78
82;46;82;46
44;42;19;36
52;52;52;52
12;10;19;17
98;91;34;29
93;51;96;15
52;52;52;52
90;89;82;22
76;54;28;92
65;44;18;92
71;37;38;48
34;43;63;54
92;45;14;82
36;56;82;36
23;27;96;29
53;73;42;34
58;42;13;50
19;86;24;23
57;36;86;99
40;50;45;97
19;62;81;67
53;41;19;85
61;11;38;21
60;41;63;10
50;41;69;45
87;41;96;33
13;37;45;67
96;60;46;98
78;77;38;38
56;97;75;46
22;22;22;22
77;93;46;89
21;44;85;63
33;65;71;45
65;70;65;70
73;12;40;14
89;66;60;88
26;92;32;49
44;44;44;44
43;91;75;27
90;35;39;79
13;31;74;15
74;62;41;67
54;84;97;40
40;43;31;48
85;47;30;52
81;37;84;97
52;52;52;52
94;28;27;95
51;82;90;69
59;94;44;90
57;14;90;26
65;10;31;43
47;77;43;13
27;13;54;21
21;26;36;31
12;57;61;16
87;92;94;31
59;46;64;92
93;97;83;32
74;48;65;58
55;49;33;28
41;77;74;14
18;49;51;29
54;82;22;50
80;49;62;57
24;42;13;40
64;92;12;34
47;69;75;66
82;72;59;44
53;55;64;47
91;35;24;97
16;87;75;51
98;74;43;67
26;47;27;61
85;16;56;96
18;89;27;13
69;78;66;10
38;77;14;59
60;93;34;26
17;38;91;51
16;38;12;99
84;79;27;29
26;69;72;27
30;18;43;22
48;42;67;10
91;81;40;52
74;74;74;74
40;75;66;55
59;60;85;93
91;30;17;45
99;95;79;86
73;70;12;23
12;49;75;57
28;93;98;99
87;52;87;52
87;57;74;65
70;74;94;27
84;28;89;83
70;73;53;91
16;16;16;16
98;32;17;95
36;81;36;81
26;95;46;27
57;86;57;86
99;13;24;56
81;98;96;84
12;29;68;48
48;66;99;81
76;92;18;80
75;36;35;98
14;14;14;14
94;17;61;26
52;85;52;85
96;37;98;30
71;55;18;72
43;29;43;29
54;73;97;55
63;32;63;32
40;15;82;50
65;50;32;80
47;38;14;54
19;28;78;69
98;74;41;22
85;23;96;55
28;28;28;28
65;72;67;18
67;73;63;89
26;68;52;88
85;23;85;23
66;74;70;98
51;53;77;75
86;40;86;40
46;61;70;19
35;20;51;55
27;70;17;34
28;88;62;24
39;39;39;39
23;95;17;77
63;82;22;86
95;39;76;71
55;32;25;71
80;45;53;76
86;99;72;59
44;91;40;91
39;13;74;63
45;58;31;50
91;45;91;45
68;86;98;78
41;83;41;83
64;19;40;75
13;99;84;43
99;99;99;99
13;92;13;92
73;18;36;79
57;93;61;53
87;72;90;105
35;27;55;10
88;37;58;96
62;62;62;62
63;49;48;78
55;82;61;33
20;47;41;83
79;67;15;90
21;21;21;21
46;60;39;27
32;94;99;39
48;33;21;24
52;65;32;18
50;96;75;45
52;29;17;40
94;46;37;61
95;52;43;91
26;48;11;56
56;90;38;47
46;94;52;76
46;89;46;89
30;11;30;11
96;60;28;67
49;53;49;53
94;88;32;34
38;79;34;68
52;85;85;52
58;97;12;65
21;80;84;21
47;47;47;47
15;54;98;73
96;72;21;92
16;12;62;53
21;74;72;56
34;38;84;24
20;74;20;74
66;18;86;49
99;99;99;99
85;85;19;90
18;28;41;62
31;99;23;96
77;70;83;83
92;61;47;78
98;26;22;10
34;62;73;43
49;29;93;91
95;73;58;34
67;94;90;55
37;13;38;67
34;47;27;82
10;10;10;10
68;36;80;40
58;77;92;11
29;13;22;22
13;35;66;34
31;34;15;21
11;11;20;67
90;42;58;106
11;11;11;11
36;31;36;31
31;34;14;41
67;49;16;75
44;30;69;98
56;67;34;22
87;54;13;46
89;75;65;16
20;97;83;6
76;97;78;46
51;35;82;25
20;54;61;57
76;76;76;76
76;31;12;31
91;83;10;11
46;47;60;88
88;91;88;91
61;72;87;35
45;23;18;44
33;83;16;93
54;95;56;15
67;35;81;41
72;93;73;52
14;98;32;71
14;44;76;32
78;75;65;29
62;40;67;53
63;42;82;61
36;90;55;95
51;50;37;32
35;61;45;39
20;29;34;19
92;69;62;82
41;36;29;58
72;25;70;35
23;88;80;94
37;47;42;51
10;95;37;44
17;73;10;54
95;95;95;95
30;79;73;24
91;20;12;26
48;39;65;33
36;20;58;76
98;16;46;24
52;70;80;70
25;62;99;62
68;69;46;45
85;35;96;89
78;17;76;99
58;58;58;58
24;43;58;51
31;39;41;33
86;40;36;26
66;73;44;67
72;19;56;28
44;93;81;40
99;21;50;21
34;21;95;55
56;94;65;27
48;81;59;23
54;80;84;98
15;87;39;65
37;58;10;74
89;24;34;61
78;89;78;14
53;73;18;47
22;22;22;22
36;52;67;86
81;39;31;61
93;90;75;45
66;35;61;27
90;15;93;76
23;30;27;71
90;43;61;87
47;57;47;24
48;68;27;16
62;97;73;88
18;16;50;46
31;59;91;34
61;22;60;99
60;39;88;109
18;87;46;53
32;88;86;90
26;57;38;74
58;58;58;58
87;66;23;44
36;17;59;99
33;18;76;77
96;19;96;19
42;72;10;14
83;85;82;33
24;39;80;33
10;10;10;10
38;87;65;16
63;63;63;63
83;83;83;83
66;88;83;18
31;76;75;30
79;96;53;45
18;90;18;90
85;44;59;99
32;99;29;19
18;86;96;18
85;72;32;58
61;21;97;66
50;15;50;15
40;96;62;79
84;84;84;84
66;96;66;96
92;99;45;59
